2227;1
2230;1
2233;0
2235;1
2238;2
2242;3
2245;2
2248;1
2251;0
2253;1
2255;1
2258;1
2261;0
2267;0
2270;1
2272;1
2277;2
2278;1
2280;1
2281;0
2284;1
2287;0
2291;0
2294;0
2298;1
2300;2
2302;1
2306;0
2308;1
2310;2
2313;1
2315;2
2317;1
2321;0
2327;0
2330;1
2331;2
2335;1
2337;2
2339;1
2343;2
2344;3
2346;2
2350;1
2354;1
2358;0
2359;1
2363;2
2365;3
2367;2
2369;1
2372;2
2374;3
2376;2
2380;1
2387;1
2396;2
2400;2
2405;1
2412;0
2416;1
2419;2
2423;1
2427;0
2430;1
2434;0
2443;0
2451;0
2458;1
2462;1
2466;0
2474;0
2477;1
2480;2
2484;1
2488;0
2492;1
2496;0
2504;0
2512;0
2519;1
2523;1
2527;0
2535;0
2539;1
2543;2
2546;1
2550;0
2554;1
2557;0
2567;0
2574;0
2582;1
2585;1
2590;0
2597;0
2601;1
2604;2
2608;1
2612;0
2616;1
2619;2
2636;1
2640;2
2647;0
2653;1
2658;2
2661;3
2665;2
2671;2
2673;3
2677;2
2680;1
2684;2
2687;1
2694;2
2699;1
2706;0
2713;1
2717;2
2720;3
2724;2
2731;1
2732;2
2736;1
2740;2
2744;1
2747;3
2754;0
2760;1
2765;2
2774;1
2777;0
2781;0
2785;0
2900;0
2928;0
2960;1
3023;2
3028;1
3036;2
3037;1
3050;0
3052;1
3053;2
3055;1
3066;1
3069;1
3072;2
3074;3
3078;1
3080;2
3083;1
3085;0
3095;0
3096;1
3097;2
3098;1
3112;0
3114;1
3115;2
3117;1
3127;1
3130;2
3133;3
3135;2
3138;1
3140;2
3144;1
3150;0
3152;1
3154;2
3156;1
3159;1
3161;2
3165;1
3166;1
3169;2
3172;1
3173;2
3176;1
3179;2
3182;0
3184;1
3186;2
3189;1
3193;2
3196;3
3199;2
3203;1
3204;2
3209;2
3213;1
3215;2
3218;1
3220;0
3222;1
3225;2
3226;1
3230;2
3233;1
3237;2
3239;1
3242;2
3244;3
3248;2
3251;1
3253;2
3256;3
3259;2
3263;0
3268;0
3274;0
3279;0
3286;0
3289;0
3292;1
3297;2
3302;1
3306;2
3310;1
3314;2
3318;1
3323;0
3336;0
3337;1
3339;2
3353;2
3355;1
3356;2
3369;1
3372;1
3375;0
3377;1
3380;0
3383;1
3386;1
3387;2
3389;1
3399;1
3400;2
3402;1
3416;3
3418;2
3420;3
3430;3
3433;2
3436;1
3438;0
3440;1
3443;2
3445;1
3449;2
3454;2
3457;3
3463;3
3464;2
3466;3
3481;2
3483;1
3485;0
3496;1
3499;1
3501;2
3504;3
3507;2
3510;1
3512;0
3516;1
3518;2
>>>>>>> bfcd68847fe93037a8c75c01508f7441d83be03b
22;0
27;1
31;2
